texto_conversacion,intencion_consenso,intencion_heuristica_baseline,fuente,fecha,estado_crm,etiqueta_crm
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE ENVIO CATALOGOS Y PRESENTACION,pidió numero para hacer unas consultas",INF,INF,CRM1,05/05/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: CLIENTE CONSTRUEX. INF. MICROCEMENO,INF,SEG,CRM2,01/07/2024,En seguimiento,Informacion General
ETIQUETA: Email - Numero inválido | ESTADO: Nuevo | NOTAS: se envió mail y catalogos,INF,INF,CRM1,09/03/2023,Nuevo,Email - Numero inválido
"ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: CLIENTE CONSTRUEX,se envio información y catalogo general",INF,SEG,CRM2,27/05/2024,En seguimiento,Informacion General
"ETIQUETA: Envio masivo whasapp | ESTADO: Contactado | NOTAS: JEVA,Se envió WhatsApp masivo se envió presentación y catálogos JEVA",INF,INF,CRM1,21/03/2023,Contactado,Envio masivo whasapp
CIUDAD: Quito | MENSAJE: *Lista de precios !*,COT,COT,WhatsApp,30/3/2026,,
"ETIQUETA: Venta ganada | ESTADO: Contactado | NOTAS: venta de materiales por $5,227.04 para Guayaquil, después de la entrega realizarle la encuesta al cliente.",VEN,INF,CRM1,22/06/2023,Contactado,Venta ganada
CIUDAD: Guayaquil | MENSAJE: Muy buenas tardes estimados clientes sean bienvenidos al grupo de información de Rocktec,INF,INF,WhatsApp,22/5/2025,,
ETIQUETA: Email - Numero inválido | ESTADO: Nuevo | NOTAS: numero no valido,,INF,CRM1,09/03/2023,Nuevo,Email - Numero inválido
ETIQUETA: Email - Numero inválido | ESTADO: Contactado | NOTAS: NUMERO INVALIDO,,INF,CRM2,29/04/2024,Contactado,Email - Numero inválido
CIUDAD: Loja | MENSAJE: Aproximadamente?,INF,INF,WhatsApp,6/11/2024,,
ETIQUETA: Cotizacion Materiales | ESTADO: Contactado | NOTAS: COTIZACION 80M2 C/E MATERIALES,COT,COT,CRM2,19/02/2024,Contactado,Cotizacion Materiales
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE FERIA CLAVE CUMBAYA. INF C/E,INF,INF,CRM2,25/06/2024,Contactado,Informacion General
ETIQUETA: Envio masivo whasapp | ESTADO: Contactado | NOTAS: Se envió WhatsApp masivo 07/03,INF,INF,CRM1,06/03/2023,Contactado,Envio masivo whasapp
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: buenos días Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: por favor si me puede indicar si ustedes realizan concreto | NOTAS: se envió información sobre moldes",INF,INF,CRM2,29/05/2024,Contactado,Informacion General
CIUDAD: Cuenca | MENSAJE: ‎VID-20251123-WA0007.mp4 (archivo adjunto),,INF,WhatsApp,23/11/2025,,
CIUDAD: Loja | MENSAJE: Pero el precio seria el mismo  de un nuevo,COT,COT,WhatsApp,22/4/2026,,
"ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: CLIENTE BASE CONSTRUEX,se envio información y catalogo general",INF,SEG,CRM2,11/04/2024,En seguimiento,Informacion General
CIUDAD: Quito | MENSAJE: Buenas . Le pusiste basecoat  primero y luego microcemento. O directo,TEC,INF,WhatsApp,18/6/2025,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: 70 M2 C/E FUNDICION LUMBISI,INF,INF,CRM2,15/08/2023,Contactado,Informacion General
CIUDAD: Manta | MENSAJE: Para pedidos de ofertas y materiales  les pido  hacerlo por interno a cualquier de las 3 personas para que este chat solo nos ocupe en la parte técnica y no saturarlo  con temas Adm,INF,INF,WhatsApp,25/4/2024,,
CIUDAD: Quito | MENSAJE: Ve unas tarde me puede enviar los tonos de micro cemento,INF,INF,WhatsApp,7/4/2026,,
"ETIQUETA: Email - Numero inválido | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola Mariana, quisiera que me ayudaran con cemento pulido en mi sala Asesor: Excelente Mariana. Yo me encargo de ponerte en contacto co | NOTAS: se envio catalogos jeva",INF,INF,CRM1,17/04/2023,Contactado,Email - Numero inválido
"ETIQUETA: Cotizacion Materiales, Venta ganada, Informacion General | ESTADO: Contactado | NOTAS: RIOBAMBA",VEN,COT,CRM1,06/06/2023,Contactado,"Cotizacion Materiales, Venta ganada, Informacion G"
"ETIQUETA: Informacion General, Asesoramiento Tecnico | ESTADO: En seguimiento | NOTAS: 300 m2 micro piso FLACSO",TEC,SEG,CRM1,12/07/2023,En seguimiento,"Informacion General, Asesoramiento Tecnico"
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: PROSPECTO FERIA CLAVE, INF MICROCEMENTO Y C/E",INF,INF,CRM2,14/06/2024,Contactado,Informacion General
"ETIQUETA: Envio masivo whasapp | ESTADO: Contactado | NOTAS: Se envió WhatsApp masivo,Se envió WhatsApp masivo 07/03",INF,INF,CRM1,06/03/2023,Contactado,Envio masivo whasapp
"ETIQUETA: Email - Numero inválido | ESTADO: numero no valido | NOTAS: ARQUITECTOS, número inválido, dirección URL SJ",,INF,CRM2,29/05/2024,numero no valido,Email - Numero inválido
CIUDAD: Loja | MENSAJE: Extender el hormigon  (mejor si con piedra  chispa )y  flotarlo,TEC,INF,WhatsApp,18/12/2024,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: 200 M2 PISO,INF,INF,CRM1,12/07/2023,Contactado,Informacion General
"ETIQUETA: Cotizacion Materiales, No concretada | ESTADO: Contactado | NOTAS: Machachi 60m2.........precio no acorde a su presupuesto",COT,COT,CRM1,18/05/2023,Contactado,"Cotizacion Materiales, No concretada"
CIUDAD: Quito | MENSAJE: Muchas gracias 🫂,INF,INF,WhatsApp,17/2/2025,,
CIUDAD: Quito | MENSAJE: Y si nos pueden porfa mandar más información técnica,TEC,INF,WhatsApp,29/3/2026,,
"ETIQUETA: Cotizacion Materiales, Informacion General, Manabi | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: hola buenas tardes Asesor: Cual es tu nombre? Cliente: David Balladares Asesor: Excelente David. Yo me encargo de ponerte en contacto c | NOTAS: Se contactó por whatsapp y envió catálogo general",INF,COT,CRM2,29/07/2024,Contactado,"Cotizacion Materiales, Informacion General, Manabi"
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Hola, buenas noches me gustaría saber cuál es el precio y el formato del molde MT-49 gran ashlar | NOTAS: INFO MOLDES",COT,COT,CRM2,11/09/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola busco microcemento para mesones Asesor: Cual es tu nombre? Cliente: Oscar Asesor: Excelente Oscar. Yo me encargo de ponerte en con | NOTAS: se envió WhatsApp",INF,INF,CRM1,25/02/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Buenas tardes compañeros aplicadores por ciacaso yo ago todo lo que es pintura y revestimiento he instalación de gypsum,INF,INF,WhatsApp,22/4/2026,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envió información general y catálogos -base de datos,INF,INF,CRM2,05/09/2023,Contactado,Informacion General
"ETIQUETA: Cotización Obra, Cotizacion Materiales, Informacion General | ESTADO: En seguimiento | NOTAS: ENTREVISTA,Se envió WhatsApp de seguimiento",COT,COT,CRM2,25/07/2023,En seguimiento,"Cotización Obra, Cotizacion Materiales, Informacio"
ETIQUETA: Email - Numero inválido | ESTADO: Nuevo | CONSULTA: Venden en su local,INF,INF,CRM1,17/04/2023,Nuevo,Email - Numero inválido
"ETIQUETA: Email - Numero inválido | ESTADO: numero no valido | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: buen dia Asesor: Como estás? Contame, qué estabas buscando? Asesor: Estás ahí? Cliente: me gustaria saber que productos tienen para la  | NOTAS: Se prueba envío, correo incorrecto. SJ",INF,INF,CRM1,17/03/2023,numero no valido,Email - Numero inválido
CIUDAD: Quito | MENSAJE: En este caso no por qué no va a estar expuesto a la humedad,INF,INF,WhatsApp,18/6/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: FERIA CLAVE CUMBAYA, CONSTRUCTORA,se envió información de moldes",INF,INF,CRM2,21/06/2024,Contactado,Informacion General
"ETIQUETA: Cotizacion Materiales, Informacion General, Asesoramiento Tecnico | ESTADO: En seguimiento | NOTAS: 140 M2 MICRO CUENCA",COT,COT,CRM2,10/08/2023,En seguimiento,"Cotizacion Materiales, Informacion General, Asesor"
CIUDAD: Quito | MENSAJE: https://www.instagram.com/reel/DN3bif02M7M/?igsh=MTlwbDZ2YjV5YWw3MQ==,,INF,WhatsApp,30/8/2025,,
ETIQUETA: Informacion General | ESTADO: Nuevo | NOTAS: se envio presentacion y catalogos,INF,INF,CRM1,11/05/2023,Nuevo,Informacion General
ETIQUETA: Informacion General | ESTADO: En seguimiento | NOTAS: DESEA INFORMACION SOBRE EL ADITIVO LIGANTE - CLIENTE DE CONSTRUEX,INF,SEG,CRM2,03/04/2024,En seguimiento,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: requiere micro cemento para lavabos se le envió números de maestros para que coordine para que le realicen el trabajo,INF,INF,CRM1,27/06/2023,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envió presentación y catálogos,INF,INF,CRM1,14/03/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: En micros claros debemos usar por ley fondos grueso blanco,TEC,INF,WhatsApp,17/2/2025,,
"ETIQUETA: Informacion General, Email inválido | ESTADO: Contactado | NOTAS: se envió información general y catálogos,base de datos",INF,INF,CRM2,05/09/2023,Contactado,"Informacion General, Email inválido"
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: FERIA CLAVE CUMBAYA,INF,INF,CRM2,21/06/2024,Contactado,Informacion General
ETIQUETA: Cotizacion Materiales | ESTADO: En seguimiento | NOTAS: cotización para 400 m2 de concreto estampado,COT,COT,CRM2,04/12/2023,En seguimiento,Cotizacion Materiales
"CIUDAD: Quito | MENSAJE: ubicación: https://maps.google.com/?q=-0.1429627,-78.4703949",INF,INF,WhatsApp,28/3/2026,,
CIUDAD: Loja | MENSAJE: Eso es lo que dice específicamente la normativa,INF,INF,WhatsApp,7/11/2024,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE FERIA CLAVE CUMBATA. INTERESADO EN MOLDES,INF,INF,CRM2,20/06/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: numero repetido,INF,INF,CRM2,09/11/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: ‎IMG-20250531-WA0008.jpg (archivo adjunto),,INF,WhatsApp,31/5/2025,,
CIUDAD: Quito | MENSAJE: Muy buenas tardes estimados clientes estamos actualizando nuestra base de datos de aplicadores de Quito,INF,INF,WhatsApp,14/5/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE FERIA CLAVE CUMBAYA, INF GENERAL",INF,INF,CRM2,25/06/2024,Contactado,Informacion General
"ETIQUETA: Envio masivo whasapp | ESTADO: Contactado | NOTAS: JEVA,Se envió WhatsApp masivo se envió catálogos y presentación JEVA",INF,INF,CRM1,21/03/2023,Contactado,Envio masivo whasapp
ETIQUETA: Email inválido | ESTADO: numero no valido,,INF,CRM2,09/11/2023,numero no valido,Email inválido
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: INFO ACIDOS 115 M2 PISO,INF,INF,CRM1,18/07/2023,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Buenos días, quisiera conocer más sobre el desmoldec | NOTAS: INFO DE DESMOLDANTE",INF,INF,CRM2,08/02/2024,Contactado,Informacion General
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: buenos dias Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: necesito un sellante uv para el piso estampado Asesor: Cua | NOTAS: INFO SELLANTES",INF,INF,CRM2,28/05/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envió información general y catalogo,INF,INF,CRM2,04/12/2023,Contactado,Informacion General
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas noches Asesor: ¿Cómo estás? Cuéntame, ¿en que te puedo servir? Cliente: Estoy buscando microcemento para cocina y baño Asesor: C | NOTAS: El numero es incorrecto, se le envió información por correo,La cliente desea color microcemento en varia",INF,COT,CRM2,01/04/2024,Contactado,"Cotizacion Materiales, Informacion General"
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CLIENTE FERIA CLAVE CUMBAYA, INF, MICRO",INF,INF,CRM2,20/06/2024,Contactado,Informacion General
ETIQUETA: Cotizacion Materiales | ESTADO: Contactado | NOTAS: ENDURECEDOR 600M2,COT,COT,CRM2,04/08/2023,Contactado,Cotizacion Materiales
CIUDAD: Quito | MENSAJE: ‎IMG-20250226-WA0036.jpg (archivo adjunto),,INF,WhatsApp,26/2/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenos días necesito microcemento para 10 metros podría ayudarme con el costo por favor Asesor: Cual es tu nombre? Cliente: Edison Vill | NOTAS: Se adjunta catalogo de microcemento.",COT,COT,CRM2,13/09/2024,Contactado,Informacion General
ETIQUETA: Envio masivo whasapp | ESTADO: Contactado | NOTAS: Se envió WhatsApp masivo,INF,INF,CRM1,13/02/2023,Contactado,Envio masivo whasapp
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Hola buenas tardes Asesor: Cual es tu nombre? Cliente: Elia gonzalez Asesor: Excelente Elia. Yo me encargo de ponerte en contacto con u | NOTAS: SE CONTACTÓ POR WHATSAPP",INF,INF,CRM2,20/08/2024,Contactado,Informacion General
"ETIQUETA: Envio masivo whasapp | ESTADO: Contactado | NOTAS: Se envió WhatsApp masivo 07/03,Se envió WhatsApp masivo",INF,INF,CRM1,06/03/2023,Contactado,Envio masivo whasapp
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: HOLA MARINA ,BUENAS TARDES, QUIERO HACERLE UNA CONSULTA? Asesor: Cual es tu nombre? Cliente: DEBORA Asesor: Excelente Debora. Yo me enc | NOTAS: se envió información general y catálogos",INF,INF,CRM2,25/03/2024,Contactado,Informacion General
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: micro casa,INF,INF,CRM1,13/06/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Yo soy pintor si desea,INF,INF,WhatsApp,21/4/2026,,
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | NOTAS: 110 M2 C/E OTAVALO MATERIALES",COT,COT,CRM2,10/08/2023,Contactado,"Cotizacion Materiales, Informacion General"
CIUDAD: Manta | MENSAJE: Comentenme quien esta con disponibilidad por favor,INF,INF,WhatsApp,28/1/2026,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envió información del curso y presentación,CUR,CUR,CRM1,03/03/2023,Contactado,Informacion General
"ETIQUETA: Cotizacion Materiales, Cliente Derivado provincias, No concretada, Informacion General | ESTADO: Contactado | NOTAS: 120 m2 gye...jorge medina para aplicacion",INF,COT,CRM1,22/05/2023,Contactado,"Cotizacion Materiales, Cliente Derivado provincias"
CIUDAD: Manta | MENSAJE: Chicos una consulta .. saben donde puedo alquilar  canastas  ?,INF,INF,WhatsApp,5/3/2025,,
"ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE ENVIO INFORMACION GENERAL Y CATALOGOS,información sobre cursos",CUR,CUR,CRM2,23/11/2023,Contactado,Informacion General
CIUDAD: Manta | MENSAJE: ‎IMG-20260128-WA0006.jpg (archivo adjunto),,INF,WhatsApp,28/1/2026,,
"ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: Buenas tardes, el sábado hasta qué hora atienden? Asesor: Cual es tu nombre? Cliente: Tamara Asesor: Excelente Tamara. Yo me encargo de",INF,INF,CRM1,22/06/2023,Contactado,Informacion General
CIUDAD: Quito | MENSAJE: Y la hoja es con la técnica de stencil,TEC,INF,WhatsApp,29/11/2025,,
ETIQUETA: Cotizacion Materiales | ESTADO: Contactado | NOTAS: 90 m2 micro en puembo,COT,COT,CRM2,10/04/2024,Contactado,Cotizacion Materiales
"ETIQUETA: Email inválido | ESTADO: Nuevo | CONSULTA: Asesor: Hola, estoy conectada, te puedo ayudar en algo? Cliente: buenos dias cuanto costarioa el precio de m2 en un contrapiso con esos estampados Asesor: Cual es tu nombre? Cliente: Ing. Gonzalo Buña",COT,COT,CRM2,29/11/2024,Nuevo,Email inválido
"ETIQUETA: Cotizacion Materiales, Informacion General | ESTADO: Contactado | NOTAS: SE LE ENVIO INFORMACION GENERAL Y CATALOGOS,se le envió cotización de materiales, se encuentra en la ciudad de Ibarra",COT,COT,CRM2,08/08/2023,Contactado,"Cotizacion Materiales, Informacion General"
ETIQUETA: Email - Numero inválido | ESTADO: Contactado | NOTAS: se envió catálogos y presentación,INF,INF,CRM1,28/03/2023,Contactado,Email - Numero inválido
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: CURSO LOJA,CUR,CUR,CRM2,12/12/2023,Contactado,Informacion General
"ETIQUETA: Envio masivo whasapp | ESTADO: Contactado | CONSULTA: se envió WhatsApp información completa | NOTAS: se envió WhatsApp información completa,Se envió WhatsApp masivo",INF,INF,CRM1,22/02/2023,Contactado,Envio masivo whasapp
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: SE ENVIO CATALOGOS Y PRESENTACION JEVA,INF,INF,CRM1,23/03/2023,Contactado,Informacion General
CIUDAD: Loja | MENSAJE: Muy buenas tardes estimados clientes adjuntamos  información de Rocktec,INF,INF,WhatsApp,22/5/2025,,
CIUDAD: Loja | MENSAJE: Y adjunto el catálogo que ponemos a su disposición para alquiler para sus proyectos,INF,INF,WhatsApp,22/5/2025,,
"CIUDAD: Cuenca | MENSAJE: ¡Hola, estimados aplicadores!",INF,INF,WhatsApp,21/11/2025,,
ETIQUETA: No concretada | ESTADO: Cliente Frecuente | NOTAS: maestro de Rocktec,INF,INF,CRM2,13/11/2023,Cliente Frecuente,No concretada
ETIQUETA: Informacion General | ESTADO: Contactado | CONSULTA: Buenos días necesito información,INF,INF,CRM2,28/07/2023,Contactado,Informacion General
CIUDAD: Guayaquil | MENSAJE: Le escribo por interno,INF,INF,WhatsApp,25/3/2026,,
ETIQUETA: Informacion General | ESTADO: Contactado | NOTAS: se envió información sobre pigmentos para hormigón,INF,INF,CRM2,25/06/2024,Contactado,Informacion General
CIUDAD: Cuenca | MENSAJE: ‎IMG-20251123-WA0004.jpg (archivo adjunto),,INF,WhatsApp,23/11/2025,,
CIUDAD: Guayaquil | MENSAJE: ‎IMG-20241220-WA0021.jpg (archivo adjunto),,INF,WhatsApp,5/3/2026,,
CIUDAD: Manta | MENSAJE: A qué horas inician ?,INF,INF,WhatsApp,4/3/2025,,
CIUDAD: Quito | MENSAJE: Puede ser 4 litroz de agua por 1 vaso de vinagre,TEC,INF,WhatsApp,8/4/2026,,
